admissions,answerurl,belong,central,city_id,city_name,code_enroll,county_id,county_name,department,doublehigh,dual_class,dual_class_name,f211,f985,is_logo,is_recruitment,is_top,level,level_name,name,nature,nature_name,province_id,province_name,rank,rank_type,school_id,school_type,special,type,type_name,view_month,view_month_number,view_total,view_total_number,view_week,view_week_number,view_year,wangzi,dianhua,youxiang,zhandi,weizhi
2,https://answer.eol.cn/question/index?id=899&source=zsgk_app,安徽省,2,3415,六安市,1037600,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,皖西学院,36000,公办,34,安徽,,,337,6000,[],5000,综合类,1.7w,16854,159.3w,1592671,1.7w,16854,0,https://zsb.wxc.edu.cn/http://www.wxc.edu.cn,0564-3305015,jwczsb@wxc.edu.cn,占地面积（亩）：1765,学校地址：安徽省六安市云露桥西月亮岛
2,,国家民委,1,6201,兰州市,1074200,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,西北民族大学,36000,公办,62,甘肃,,,480,6000,[],5000,综合类,1.7w,16946,468.8w,4687556,1.7w,16946,0,https://www.xbmu.edu.cn/zsxx/https://www.xbmu.edu.cn/,0931-2938300,zsb@xbmu.edu.cn,占地面积（亩）：1776,"学校地址：西北新村校区：甘肃省兰州市城关区西北新村1号,榆中校区：甘肃省兰州市榆中县夏官营镇"
2,https://answer.eol.cn/fillmess/index?id=1540&source=zsgk_app,四川省,2,5101,成都市,1370500,510114,新都区,2,0,38003,,2,2,1,1,2,2001,普通本科,成都医学院,36000,公办,51,四川,,,1075,6000,[],5003,医药类,3.7w,36804,428w,4280124,3.7w,36804,0,http://zs.cmc.edu.cn/http://www.cmc.edu.cn/,"028-62739988,028-62739200",cdyxyzb@sina.com,占地面积（亩）：1100,学校地址：四川省成都市新都区新都大道783号
2,https://answer.eol.cn/fillmess/index?id=3267&source=zsgk_app,湖北省,2,4209,孝感市,1052800,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,湖北工程学院,36000,公办,42,湖北,,,443,6000,[],5001,理工类,2.4w,23961,253w,2529825,2.4w,23961,0,http://zs.hbeu.cn/http://www.hbeu.cn/,"0712-2345651,0712-2345652,0712-2345653",296867309@qq.com,占地面积（亩）：1748,学校地址：湖北省孝感市交通大道272号
2,,江苏省,2,3201,南京市,1357300,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,金陵科技学院,36000,公办,32,江苏,,,1048,6000,[],5001,理工类,1.4w,14366,219.8w,2197912,1333,1333,0,http://jitzs.university-hr.com/https://www.jit.edu.cn/,"025-86188800,025-86188811",zsb@jit.edu.cn,占地面积（亩）：1525,学校地址：江苏省南京市江宁区弘景大道99号
2,https://answer.eol.cn/fillmess/index?id=1031&source=zsgk_app,河南省,2,4101,郑州市,1048500,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,郑州航空工业管理学院,36000,公办,41,河南,,,479,6000,[],5006,财经类,4.2w,42081,736w,7359708,4.2w,42081,0,http://zsxxw.zua.edu.cn/http://www.zua.edu.cn,0371-61916161,zsb@zua.edu.cn,占地面积（亩）：1700,"学校地址：龙子湖校区：河南省郑州市郑东新区文苑西路15号,大学路校区：河南省郑州市大学中路2号"
2,https://answer.eol.cn/fillmess/index?id=1120&source=zsgk_app,中华全国总工会,1,1101,北京市,1245300,110108,海淀区,2,0,38003,,2,2,1,1,2,2001,普通本科,中国劳动关系学院,36000,公办,11,北京,,,579,6000,[],5007,政法类,4.3w,42840,377.8w,3778308,4.3w,42840,0,https://www.culr.edu.cn/zhaosheng/https://www.culr.edu.cn/,"010-68416757,010-68411395",ciir_zsb@163.com,占地面积（亩）：630,"学校地址：北京校区：北京市海淀区增光路45号,涿州校区：河北省涿州市"
2,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,吉林省,2,2201,长春市,1143700,220104,朝阳区,2,0,38003,,2,2,1,1,2,2001,普通本科,长春工程学院,36000,公办,22,吉林,,,394,6000,[],5001,理工类,3.4w,33666,374w,3740081,3.4w,33666,0,http://zsb.ccit.edu.cn/http://www.ccit.edu.cn,"0431-80578555,0431-80578299",,占地面积（亩）：687,"学校地址：湖西校区：吉林省长春市朝阳区宽平大路395号,湖东校区：吉林省长春市朝阳区同志街3066号"
2,https://answer.eol.cn/fillmess/index?id=759&source=zsgk_app,江西省,2,3611,上饶市,1041600,361102,信州区,2,0,38003,,2,2,1,1,2,2001,普通本科,上饶师范学院,36000,公办,36,江西,,,186,6000,[],5004,师范类,3.1w,30513,200.7w,2007287,2724,2724,0,http://zsjy.sru.edu.cn/http://www.sru.edu.cn/,0793-8150684,wlzx@sru.edu.cn,占地面积（亩）：1594,学校地址：江西省上饶市信州区志敏大道401号
2,https://answer.eol.cn/fillmess/index?id=7341&source=zsgk_app,国家民委,1,2102,大连市,1202600,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,大连民族大学,36000,公办,21,辽宁,,,208,6000,[],5010,民族类,3.8w,37506,483.1w,4831211,3.8w,37506,0,http://zs.dlnu.edu.cnhttps://www.dlnu.edu.cn/hhh/index.htm,0411-87656067,zs@dlnu.edu.cn,占地面积（亩）：1600,学校地址：辽宁省大连经济技术开发区辽河西路18号
2,,甘肃省,2,6201,兰州市,1140600,620105,安宁区,2,0,38003,,2,2,1,1,2,2001,普通本科,甘肃政法大学,36000,公办,62,甘肃,,,501,6000,[],5007,政法类,1.1w,11017,156.6w,1566095,1.1w,11017,0,https://bkzs.gsupl.edu.cn/https://www.gsupl.edu.cn/,0931-7601433,zfzb@gsli.edu.cn,占地面积（亩）：1067,学校地址：甘肃省兰州市安宁西路6号
2,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,陕西省,2,6101,西安市,1108000,610103,碑林区,2,0,38003,,2,2,1,1,2,2001,普通本科,西安文理学院,36000,公办,61,陕西,,,1043,6000,[],5000,综合类,3.8w,37590,382.8w,3828325,3.8w,37590,0,http://zsjyc.xawl.edu.cn/http://www.xawl.edu.cn/,"029-88221619,029-88221907",xawlzsb@163.com,占地面积（亩）：750,学校地址：陕西省西安市雁塔区科技六路一号
2,https://answer.eol.cn/fillmess/index?id=3148&source=zsgk_app,辽宁省,2,2108,营口市,1443500,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,营口理工学院,36000,公办,21,辽宁,,,3061,6000,[],5001,理工类,1.5w,14670,56.8w,567508,1.5w,14670,0,http://www.yku.edu.cn/zsxxw/wzsy.htmhttp://www.yku.edu.cn/,"0417-3555550,0417-3555556",yklgzsgzc@163.com,占地面积（亩）：1152,学校地址：辽宁省营口市博文路46号
2,,甘肃省,2,6201,兰州市,1073500,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,甘肃中医药大学,36000,公办,62,甘肃,,,498,6000,[],5003,医药类,6186,6186,187.3w,1873190,721,721,0,http://zsb.gszy.edu.cn/index.htmlhttp://www.gszy.edu.cn/reception,"0931-5162881,0931-5162882",zsb@gszy.edu.cn,占地面积（亩）：1050,"学校地址：五里铺校区：甘肃省兰州市城关区定西东路35号,和平校区：甘肃省兰州市和平开发区中医大道1号"
2,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,山东省,2,3707,潍坊市,1106700,370705,奎文区,2,0,38003,,2,2,1,1,2,2001,普通本科,潍坊学院,36000,公办,37,山东,,,552,6000,[],5000,综合类,4.3w,43458,531.7w,5317285,4.3w,43458,0,https://zsb.wfu.edu.cn/http://www.wfu.edu.cn/,"0536-8785670,0536-8785671",zsb@wfu.edu.cn,占地面积（亩）：1543,学校地址：山东省潍坊市东风东街5147号
2,https://answer.eol.cn/fillmess/index?id=3335&source=zsgk_app,河南省,2,4115,信阳市,1132600,411503,平桥区,2,0,38003,,2,2,1,1,2,2001,普通本科,信阳农林学院,36000,公办,41,河南,,,1203,6000,[],5002,农林类,2.1w,20628,98.3w,982716,762,762,0,http://www.xyafu.edu.cn/zsxxw/http://www.xyafu.edu.cn,"0376-6687698,0376-6698021",xynlxyzsjyc@163.com,占地面积（亩）：1800,学校地址：河南省信阳市平桥区北环路1号
2,https://answer.eol.cn/fillmess/index?id=974&source=zsgk_app,湖南省,2,4307,常德市,1054900,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,湖南文理学院,36000,公办,43,湖南,,,415,6000,[],5000,综合类,3.7w,37029,278w,2780477,3960,3960,0,http://zj.huas.edu.cn/wzsy.htmhttp://www.huas.edu.cn/wzsy.htm,0736-7186057,huaszsjyc@126.com,占地面积（亩）：2000,学校地址：湖南省常德市洞庭大道3150号
2,,天津市,2,1201,天津市,1007100,120103,河西区,2,0,38003,,2,2,1,1,2,2001,普通本科,天津体育学院,36000,公办,12,天津,,,92,6000,[],5008,体育类,4394,4394,107.4w,1073638,470,470,0,http://zb.tjus.edu.cn/http://www.tjus.edu.cn,"022-23015120,022-23012606",zhb@tjus.edu.cn,占地面积（亩）：1116,"学校地址：团泊校区：天津市静海区团泊新城西区东海道16号,河西校区：天津市河西区卫津南路51号"
2,,西藏自治区,2,6104,咸阳市,1069500,610404,渭城区,2,0,38003,,2,2,1,1,2,2001,普通本科,西藏民族大学,36000,公办,61,陕西,,,470,6000,[],5010,民族类,7407,7407,103.1w,1031108,7407,7407,0,https://zs.xzmu.edu.cn/http://www.xzmu.edu.cn/,"029-33755000,029-33755799",xzmuzsb@163.com,占地面积（亩）：1157,学校地址：渭城校区：陕西省咸阳市文汇东路6号
2,,浙江省,2,3301,杭州市,1427500,330102,上城区,2,0,38003,,2,2,1,1,2,2001,普通本科,浙江外国语学院,36000,公办,33,浙江,,,2640,6000,[],5005,语言类,3.3w,32685,165w,1649782,3.3w,32685,0,http://zs.zisu.edu.cn/http://www.zisu.edu.cn/,0571-88213107,zsjy@zjei.net,占地面积（亩）：556,学校地址：浙江省杭州市小和山高教园区留和路299号
2,https://answer.eol.cn/fillmess/index?id=1041&source=zsgk_app,河南省,2,4114,商丘市,1048300,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,商丘师范学院,36000,公办,41,河南,,,489,6000,[],5004,师范类,2.6w,26232,435.1w,4350639,2.6w,26232,0,http://zhaoban.sqnu.edu.cnhttps://www.sqnu.edu.cn/,"0370-3057992,370-3057995,0370-3057997",sqsyzsb@yahoo.com.cn,占地面积（亩）：1776,"学校地址：梁园校区：河南省商丘市平原中路55号,睢阳校区：河南省商丘市文化中路298号"
2,https://answer.eol.cn/fillmess/index?id=3143&source=zsgk_app,河北省,2,1301,石家庄市,1443200,130102,长安区,2,0,38003,,2,2,1,1,2,2001,普通本科,河北中医学院,36000,公办,13,河北,,,3055,6000,[],5003,医药类,2.7w,27285,153.5w,1534900,2.7w,27285,0,https://zsb.hebcm.edu.cn/https://www.hebcm.edu.cn,"0311-89926111,0311-89926311",jzyzsb@hebcm.edu.cn,占地面积（亩）：874,"学校地址：杏苑校区：河北省石家庄市鹿泉区杏苑路3号,橘泉校区：河北省石家庄市桥西区新石南路326号"
2,https://answer.eol.cn/fillmess/index?id=859&source=zsgk_app,广东省,2,4409,茂名市,1165600,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,广东石油化工学院,36000,公办,44,广东,,,292,6000,[],5001,理工类,2.8w,27552,354.3w,3543118,2.8w,27552,0,http://zs.gdupt.edu.cnhttp://www.gdupt.edu.cn/,"0668-2923508,0668-2981099",gduptzsb@163.com,占地面积（亩）：2040,"学校地址：官渡校区：广东省茂名市官渡二路139号,光华校区：广东省茂名市光华北路7号"
2,https://answer.eol.cn/fillmess/index?id=3120&source=zsgk_app,山东省,2,3701,济南市,1443800,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,山东管理学院,36000,公办,37,山东,,,3004,6000,[],5000,综合类,4.5w,44907,162.2w,1622349,4.5w,44907,0,http://zs.sdmu.edu.cn/http://www.sdmu.edu.cn/,0531-88960001,sdghxy@163.com,占地面积（亩）：1103,学校地址：山东省济南市长清区大学科技园丁香路3500号
2,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,四川省,2,5115,宜宾市,1064100,511504,叙州区,2,0,38003,,2,2,1,1,2,2001,普通本科,宜宾学院,36000,公办,51,四川,,,1084,6000,[],5000,综合类,1.7w,16806,297.8w,2978318,1617,1617,0,http://zsw.yibinu.edu.cn/http://www.yibinu.edu.cn/,"0831-3530929,0831-3545029",ybxyzsk@yibinu.edu.cn,占地面积（亩）：2300,学校地址：四川省宜宾市翠屏区酒圣路8号
2,,交通运输部（中国民用航空局）,1,5106,德阳市,1062400,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,中国民用航空飞行学院,36000,公办,51,四川,,,267,6000,[],5001,理工类,2.4w,23715,434.6w,4345777,2.4w,23715,0,http://zsc.cafuc.edu.cnhttp://www.cafuc.edu.cn/,0838-5182078,zsk@cafuc.edu.cn,占地面积（亩）：19000,学校地址：四川省广汉市南昌路四段46号
2,https://answer.eol.cn/fillmess/index?id=933&source=zsgk_app,青海省,2,6301,西宁市,1074800,630102,城东区,2,0,38003,,2,2,1,1,2,2001,普通本科,青海民族大学,36000,公办,63,青海,,,372,6000,[],5010,民族类,2.8w,27585,166.4w,1663663,2478,2478,0,http://zhaosheng.qhmu.edu.cn/https://www.qhmu.edu.cn/,0971-8808501,qhmd1074800@163.com,占地面积（亩）：1312,学校地址：青海省西宁市城东区八一中路3号
2,https://answer.eol.cn/fillmess/index?id=3028&source=zsgk_app,四川省,2,5101,成都市,1438900,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,成都师范学院,36000,公办,51,四川,,,2869,6000,[],5004,师范类,2.2w,22344,268.6w,2685955,1416,1416,0,https://www.cdnu.edu.cn/zjc/http://www.cdnu.edu.cn/,028-66772145,cdnuzsjyc@163.com,占地面积（亩）：1100,学校地址：四川省成都市温江区海科路东段99号
2,https://answer.eol.cn/fillmess/index?id=864&source=zsgk_app,广东省,2,4402,韶关市,1057600,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,韶关学院,36000,公办,44,广东,,,298,6000,[],5000,综合类,9118,9118,301.8w,3018281,9118,9118,0,http://zs.sgu.edu.cnhttp://www.sgu.edu.cn/,0751-8120066,sguxzxx@163.com,占地面积（亩）：2627,"学校地址：校本部：广东省韶关市大学路288号,黄田坝校区：广东省韶关市惠民北路64号韶关学院"
2,https://answer.eol.cn/fillmess/index?id=1063&source=zsgk_app,海南省,2,4601,海口市,1181000,460106,龙华区,2,0,38003,,2,2,1,1,2,2001,普通本科,海南医学院,36000,公办,46,海南,,,512,6000,[],5003,医药类,5w,49845,385.1w,3850633,6417,6417,0,http://www.hainmc.edu.cn/zsw/bzkzs.htmhttp://www.hainmc.edu.cn/,"0898-66895588,0898-66893610",hygz@hainmc.edu.cn,占地面积（亩）：1443,学校地址：海南省海口市龙华区学院路3号
2,https://answer.eol.cn/fillmess/index?id=866&source=zsgk_app,广东省,2,4414,梅州市,1058200,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,嘉应学院,36000,公办,44,广东,,,301,6000,[],5000,综合类,2.6w,26004,226w,2259902,2.6w,26004,0,http://zs.jyu.edu.cnhttps://www.jyu.edu.cn/,"0753-2186877,0753-2186713",zsb@jyu.edu.cn,占地面积（亩）：1800,"学校地址：江北校区：广东省梅州市梅江区梅松路100号,江南校区：广东省梅州市梅江区华南大道19号"
2,https://answer.eol.cn/fillmess/index?id=766&source=zsgk_app,江西省,2,3607,赣州市,1041300,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,赣南医学院,36000,公办,36,江西,,,195,6000,[],5003,医药类,3.6w,36429,588.8w,5888055,3.6w,36429,0,http://zs.gmu.cn/http://www.gmu.cn/,0797-8269722,8269722@163.com,占地面积（亩）：1873,"学校地址：黄金校区：江西省赣州蓉江新区和谐大道1号,章贡校区：江西省赣州市章贡区医学院路1号"
2,,宁夏回族自治区,2,6404,固原市,1075300,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,宁夏师范学院,36000,公办,64,宁夏,,,1241,6000,[],5004,师范类,4896,4896,52.7w,527182,4896,4896,0,https://zs.nxnu.edu.cn/http://www.nxtu.cn,"0954-2079366,0954-2079368",nsyzb@163.com,占地面积（亩）：1392,学校地址：宁夏回族自治区固原市原州区新区学院路
2,https://answer.eol.cn/question/index?id=907&source=zsgk_app,云南省,2,5301,昆明市,1069100,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,云南民族大学,36000,公办,53,云南,,,345,6000,[],5000,综合类,2w,20232,283w,2830204,1965,1965,0,http://zsjyc.ynni.edu.cn/http://www.ynni.edu.cn/,"0871-5172133,0871-67456831",zsb@ynni.edu.cn,占地面积（亩）：2550,"学校地址：莲华校区：云南省昆明市一二一大街134号,雨花校区：云南省昆明市呈贡区月华街2929号"
2,https://answer.eol.cn/fillmess/index?id=1182&source=zsgk_app,中国地震局,1,1310,廊坊市,1177500,131023,永清县,2,0,38003,,2,2,1,1,2,2001,普通本科,防灾科技学院,36000,公办,13,河北,,,653,6000,[],5000,综合类,3.4w,33645,320.8w,3208452,3.4w,33645,0,https://zjb.cidp.edu.cn/zswsy.htmhttp://www.cidp.edu.cn,010-61596244,fzzsb@126.com,占地面积（亩）：600,学校地址：河北省三河市燕郊高新区学院街465号
2,https://answer.eol.cn/fillmess/index?id=967&source=zsgk_app,吉林省,2,2205,通化市,1020200,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,通化师范学院,36000,公办,22,吉林,,,408,6000,[],5004,师范类,2w,20364,154.4w,1543842,1248,1248,0,http://admissions.thnu.edu.cn/recruit/index/indexhttp://www.thnu.edu.cn/publish/index.htm,0435-3209788,thsyzsb@163.com,占地面积（亩）：735,学校地址：吉林省通化市育才路950号
2,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,四川省,2,5134,凉山彝族自治州,1062800,513401,西昌市,2,0,38003,,2,2,1,1,2,2001,普通本科,西昌学院,36000,公办,51,四川,,,929,6000,[],5000,综合类,1.9w,18807,252.6w,2525572,1.9w,18807,0,https://zszhpt.xcc.edu.cn/https://www.xcc.edu.cn/,"0834-2580038,0834-3958959",,占地面积（亩）：1900,学校地址：四川省西昌市安宁镇学府路1号
2,,浙江省,2,3311,丽水市,1035200,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,丽水学院,36000,公办,33,浙江,,,1255,6000,[],5000,综合类,1w,10036,330.2w,3301626,1215,1215,0,http://zsw.lsu.edu.cnhttp://www.lsu.edu.cn/,"0578-2271179,0578-2276113",zhaosheng@lsu.edu.cn,占地面积（亩）：1008,学校地址：浙江省丽水市学院路1号
2,https://answer.eol.cn/fillmess/index?id=1004&source=zsgk_app,黑龙江省,2,2301,哈尔滨市,1023400,230103,南岗区,2,0,38003,,2,2,1,1,2,2001,普通本科,哈尔滨学院,36000,公办,23,黑龙江,,,447,6000,[],5000,综合类,2.5w,24924,251.5w,2514852,2346,2346,0,http://www.hrbu.edu.cn/zsjyc/http://www.hrbu.edu.cn/,"0451-86613350,0451-86688519,0451-86617723",zsb@hrbu.edu.cn,占地面积（亩）：975,学校地址：黑龙江省哈尔滨市南岗区中兴大道109号（原南岗区学府四道街9号）
2,https://answer.eol.cn/fillmess/index?id=2195&source=zsgk_app,河南省,2,4107,新乡市,1107100,410702,红旗区,2,0,38003,,2,2,1,1,2,2001,普通本科,新乡学院,36000,公办,41,河南,,,1919,6000,[],5000,综合类,2.5w,24975,303.5w,3034582,2.5w,24975,0,http://zs.xxu.edu.cn/http://www.xxu.edu.cn/,"0373-3682901,0373-3682902",xxxyzsb@163.com,占地面积（亩）：2200,学校地址：河南省新乡市金穗大道东段191号
2,https://answer.eol.cn/fillmess/index?id=1071&source=zsgk_app,贵州省,2,5203,遵义市,1066400,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,遵义师范学院,36000,公办,52,贵州,,,523,6000,[],5004,师范类,1.6w,15858,193.8w,1938122,1.6w,15858,0,http://www.zync.edu.cn/jyxx/http://www.zync.edu.cn/,0851-28927462,webmaster@zync.edu.cn,占地面积（亩）：2100,学校地址：贵州省遵义市新蒲新区（红花岗区新蒲镇）平安大道中段
2,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,湖北省,2,4202,黄石市,1092000,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,湖北理工学院,36000,公办,42,湖北,,,1026,6000,[],5001,理工类,4w,40251,356.8w,3568205,5016,5016,0,http://zsxx.hbpu.edu.cnhttp://www.hbpu.edu.cn/,0714-6350612,hblgzsc@hbpu.edu.cn,占地面积（亩）：2190,学校地址：湖北省黄石市桂林北路16号
2,https://answer.eol.cn/fillmess/index?id=1140&source=zsgk_app,应急管理部,1,1310,廊坊市,1110400,131003,广阳区,2,0,38003,,2,2,1,1,2,2001,普通本科,华北科技学院,36000,公办,13,河北,,,604,6000,[],5001,理工类,4.9w,49044,675w,6750039,4.9w,49044,0,https://ncist.yz.eol.cn/http://www.ncist.edu.cn/,010-61591445,zsb@ncist.edu.cn,占地面积（亩）：800,学校地址：北京市东燕郊开发区学院大街467号
2,https://answer.eol.cn/fillmess/index?id=1546&source=zsgk_app,四川省,2,5111,乐山市,1064900,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,乐山师范学院,36000,公办,51,四川,,,1085,6000,[],5004,师范类,2.8w,27567,250.9w,2509432,2.8w,27567,0,http://zs.lsnu.edu.cn/http://www1.lsnu.edu.cn/,"0833-2276288,0833-2276247",lstczsb@lsnu.edu.cn,占地面积（亩）：1150,学校地址：四川省乐山市滨河路778号
2,https://answer.eol.cn/fillmess/index?id=1162&source=zsgk_app,河北省,2,1301,石家庄市,1010200,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,石家庄学院,36000,公办,13,河北,,,628,6000,[],5000,综合类,2.8w,28104,302.5w,3024501,4134,4134,0,http://xsc.sjzc.edu.cnhttp://www.sjzc.edu.cn/,"0311-66617111,0311-66617112,0311-66617113",sjzxyzsb@163.com,占地面积（亩）：1221,"学校地址：北校区：河北省石家庄市高新技术产业开发区长江大道6号,南校区：河北省石家庄市高新技术产业开发区珠峰大街288号"
2,https://answer.eol.cn/fillmess/index?id=958&source=zsgk_app,湖南省,2,4303,湘潭市,1134200,430304,岳塘区,2,0,38003,,2,2,1,1,2,2001,普通本科,湖南工程学院,36000,公办,43,湖南,,,399,6000,[],5001,理工类,4.4w,44163,429.3w,4293180,4158,4158,0,http://hniezs.bibibi.net/recruit/index/indexhttps://www.hnie.edu.cn/,0731-58683867,zsb@hnie.edu.cn,占地面积（亩）：1830,学校地址：湖南省湘潭市福星东路88号
2,,公安部,1,1310,廊坊市,1110500,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,中国人民警察大学,36000,公办,13,河北,,,610,6000,[],5007,政法类,2.7w,26640,199w,1990124,2.7w,26640,0,https://www.cppu.edu.cn/zsjy/bkszs1.htmhttps://www.cppu.edu.cn/,0316-2068235,wjxyzsb@sina.com,占地面积（亩）：1700,"学校地址：廊坊校区：河北省廊坊市安次区西昌路220号,广州校区：广东省广州市天河区奥体南路399号"
2,https://answer.eol.cn/fillmess/index?id=1683&source=zsgk_app,福建省,2,3504,三明市,1131100,350403,三元区,2,0,38003,,2,2,1,1,2,2001,普通本科,三明学院,36000,公办,35,福建,,,1261,6000,[],5000,综合类,3.6w,35748,196.7w,1966831,1497,1497,0,http://zjc.fjsmu.edu.cn/main.htmhttp://www.fjsmu.cn,0598-8399860,smxyzsb2@163.com,占地面积（亩）：1421,学校地址：福建省三明市荆东路25号
2,https://answer.eol.cn/fillmess/index?id=774&source=zsgk_app,辽宁省,2,2101,沈阳市,1017600,210111,苏家屯区,2,0,38003,,2,2,1,1,2,2001,普通本科,沈阳体育学院,36000,公办,21,辽宁,,,203,6000,[],5008,体育类,3369,3369,81.5w,814731,816,816,0,http://zs.syty.edu.cnhttp://www.syty.edu.cn/,024-89166657,424224@163.com,占地面积（亩）：1688,学校地址：辽宁省沈阳市苏家屯区金钱松东路36号
2,https://answer.eol.cn/fillmess/index?id=7351&source=zsgk_app,河北省,2,1301,石家庄市,1007700,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,河北地质大学,36000,公办,13,河北,,,606,6000,[],5001,理工类,1.4w,14316,448.3w,4482855,1.4w,14316,0,http://zsxxw.hgu.edu.cn/http://www.hgu.edu.cn/,0311-87207400,xywmail@sjzue.edu.cn,占地面积（亩）：2321,"学校地址：主校区：河北省石家庄市槐安东路136号,北校区：河北省石家庄市景源街26号"
2,https://answer.eol.cn/fillmess/index?id=2989&source=zsgk_app,贵州省,2,5201,贵阳市,1444000,520115,观山湖区,2,0,38003,,2,2,1,1,2,2001,普通本科,贵州理工学院,36000,公办,52,贵州,,,2996,6000,[],5001,理工类,1.9w,19065,149.9w,1499018,849,849,0,https://www.git.edu.cn/zs/https://www.git.edu.cn/,0851-82211608,git@git.edu.cn,占地面积（亩）：1757,学校地址：贵州省贵阳市云岩区蔡关路1号
2,,国家民委,1,6401,银川市,1140700,640105,西夏区,2,0,38003,,2,2,1,1,2,2001,普通本科,北方民族大学,36000,公办,64,宁夏,,,545,6000,[],5000,综合类,2w,20335,422.6w,4225935,1983,1983,0,https://zsb.nmu.edu.cn/https://www.nmu.edu.cn/,"0951-2066992,0951-2066335",bfmdzs@nun.edu.cn,占地面积（亩）：1624,学校地址：宁夏回族自治区银川市西夏区文昌北街204号
2,https://answer.eol.cn/fillmess/index?id=1827&source=zsgk_app,重庆市,2,5001,重庆市,1438800,500108,南岸区,2,0,38003,,2,2,1,1,2,2001,普通本科,重庆第二师范学院,36000,公办,50,重庆,,,1489,6000,[],5004,师范类,2.7w,26625,240.9w,2408801,2.7w,26625,0,http://zs.cque.edu.cn/GNISGMhttp://www.cque.edu.cn/,"023-61638062,023-61638299",1090887417@qq.com,占地面积（亩）：621,"学校地址：校本部：重庆市南岸区南山街道崇教路1号,学府大道校区：重庆市南岸区学府大道9号"
2,https://answer.eol.cn/fillmess/index?id=1535&source=zsgk_app,辽宁省,2,2105,本溪市,1143000,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,辽宁科技学院,36000,公办,21,辽宁,,,1067,6000,[],5001,理工类,1w,10068,188w,1879706,1w,10068,0,http://zs.lnist.edu.cn/http://www.lnist.edu.cn/,"024-43164073,024-43164076",lnkjxyzsbgs@163.com,占地面积（亩）：1307,学校地址：辽宁省本溪市高新技术产业开发区香槐路176号
2,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,广西壮族自治区,2,4507,钦州市,1160700,450702,钦南区,2,0,38003,,2,2,1,1,2,2001,普通本科,北部湾大学,36000,公办,45,广西,,,1256,6000,[],5000,综合类,4.4w,43944,254.5w,2544721,4.4w,43944,0,https://zsw.bbgu.edu.cn/sy.htmhttp://www.bbgu.edu.cn/,"0777-2804088,0777-2804188",qzxyzsb@126.com,占地面积（亩）：2070,学校地址：广西壮族自治区钦州市滨海大道12号
2,,福建省,2,3508,龙岩市,1131200,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,龙岩学院,36000,公办,35,福建,,,1250,6000,[],5000,综合类,2.7w,26664,145.5w,1454753,990,990,0,http://zsw.lyun.edu.cnhttp://www.lyun.edu.cn/,0597-2793756,zsb@lyun.edu.cn,占地面积（亩）：1300,学校地址：福建省龙岩市东肖北路1号
2,https://answer.eol.cn/fillmess/index?id=1045&source=zsgk_app,河南省,2,4110,许昌市,1048000,0,,2,0,38003,,2,2,1,1,2,2001,普通本科,许昌学院,36000,公办,41,河南,,,493,6000,[],5001,理工类,2.4w,23727,315.9w,3158737,2.4w,23727,0,http://zs.xcu.edu.cn/http://www.xcu.edu.cn/,0374-2968818,zq@xctc.edu.cn,占地面积（亩）：1700,学校地址：河南省许昌市八一路88号
